Individual,Region,Sex,SVL,head_shape,region,location
7,Central,F,110,962.895852,RW11,0.001984
8,Central,F,89.2,805.818138,RW11,-0.002517
9,Central,F,106.5,960.545944,RW11,-0.00202
10,Central,F,74.4,670.357113,RW11,-3.22e-4
11,Central,F,83.4,808.202075,RW11,-0.008174
12,Central,F,100.9,1002.208643,RW11,0.009477
13,Central,F,99.8,568.339192,RW11,-0.00436
14,Central,F,50.3,496.217005,RW11,0.00512
15,East,F,57.3,464.117846,RW11,-0.00766
16,East,F,78.6,615.637977,RW11,0.013205
17,East,F,78.6,812.263689,RW11,-0.002356
18,East,F,55.9,643.97178,RW11,-0.001066
19,East,F,73.6,755.143488,RW11,0.006043
20,East,F,57.3,656.577666,RW11,-0.009056
21,East,F,52.7,627.328429,RW11,-0.009545
22,East,F,78.4,588.499253,RW11,0.0014
23,East,F,53.9,533.444403,RW11,-6.37e-4
24,East,F,76.8,698.330635,RW11,-0.002802
25,West,F,79.5,376.677564,RW11,0.00824
26,West,F,105.1,498.605865,RW11,-0.003485
27,West,F,95,436.738085,RW11,0.006843
28,West,F,109,513.735079,RW11,-0.001711
29,West,F,45.5,275.265341,RW11,0.00748
30,West,F,78.3,396.903011,RW11,-0.002026
31,West,F,104,453.4962,RW11,-0.0019
32,West,F,88.5,760.660458,RW11,-0.007459
33,West,F,68.1,743.689126,RW11,-1.22e-4
34,West,F,86.2,863.417958,RW11,0.001404
35,West,F,77.5,569.260851,RW11,0.006661
36,West,F,78.9,1026.300084,RW11,0.002021
37,West,F,116.4,888.828929,RW11,0.006893
38,West,F,81.2,1181.868863,RW11,0.004564
39,West,F,76.6,400.123891,RW11,-0.006649
40,West,F,51.6,449.384748,RW11,-0.007923
41,West,F,81.7,752.901178,RW11,0.005734
42,West,F,111.8,774.789035,RW11,0.00163
43,West,F,88.6,631.127171,RW11,-3.52e-4
44,West,F,108,430.205819,RW11,-0.002653
45,West,F,61.2,700.0916,RW11,0.005683
46,West,F,101.9,455.704772,RW11,0.001842
47,West,F,99.5,440.073723,RW11,-0.005116
48,Central,M,88.3,703.64,RW11,-0.00795
49,Central,M,34.2,677.322333,RW11,-0.001653
50,Central,M,80.4,911.295421,RW11,-0.006339
51,Central,M,89,939.061068,RW11,-0.007112
52,Central,M,58.1,625.089598,RW11,0.002787
53,Central,M,84.6,821.974416,RW11,6.98e-4
54,Central,M,91.3,788.743894,RW11,0.011263
55,Central,M,90.9,636.551099,RW11,-5.39e-4
56,Central,M,85.1,834.939056,RW11,-0.004775
57,Central,M,78.2,663.463242,RW11,-0.001995
58,Central,M,84.1,550.938399,RW11,-0.001467
59,Central,M,58.9,476.122943,RW11,-0.010889
60,Central,M,81.1,587.912367,RW11,-0.004671
61,Central,M,52.2,644.817042,RW11,-0.004972
62,Central,M,59.8,582.824366,RW11,-0.007606
63,East,M,77.5,681.916658,RW11,-0.004701
64,East,M,56.2,494.302947,RW11,0.004414
65,East,M,50.4,499.835819,RW11,-0.011131
66,East,M,56.7,464.601751,RW11,-0.006868
67,East,M,47.9,500.718431,RW11,-0.003832
68,East,M,58,574.76124,RW11,-0.007406
69,East,M,73.5,654.421847,RW11,-0.004488
70,East,M,83.6,812.274005,RW11,-0.005284
71,East,M,51.4,812.030635,RW11,-0.012465
72,East,M,51.2,632.064054,RW11,0.003301
73,East,M,77.9,587.289172,RW11,0.005293
74,East,M,82.8,786.409543,RW11,-0.004381
75,East,M,80.1,878.875995,RW11,0.001763
76,East,M,69,667.517955,RW11,-0.008793
77,East,M,85.6,580.019971,RW11,0.007344
78,East,M,85.5,630.062267,RW11,0.004427
79,East,M,79.6,460.881764,RW11,0.003337
80,East,M,96.8,654.561643,RW11,0.009343
81,West,M,79.2,380.197093,RW11,-0.006776
82,West,M,71.7,355.399677,RW11,0.018079
83,West,M,73,343.140866,RW11,0.001116
84,West,M,88,393.244012,RW11,-0.001831
85,West,M,49.2,700.56178,RW11,-0.005919
86,West,M,78.2,677.107359,RW11,0.003128
87,West,M,60.4,499.517357,RW11,0.001506
88,West,M,55.4,692.916215,RW11,0.001139
89,West,M,82,385.11846,RW11,-0.001112
90,West,M,95.1,1028.885435,RW11,0.001581
91,West,M,92.1,781.43769,RW11,-4.14e-4
92,West,M,76.1,837.565992,RW11,0.005826
93,West,M,55.8,771.999143,RW11,-0.001532
94,West,M,92.2,1010.301148,RW11,-0.009825
95,West,M,69,369.722883,RW11,0.014436
96,West,M,91,686.275155,RW11,0.001897
97,West,M,82.1,396.765058,RW11,-0.00539
98,West,M,94.1,595.784915,RW11,-7.89e-4
99,West,M,92.4,615.486169,RW11,9.17e-4
100,West,M,83.3,911.927899,RW11,3.1e-4
101,West,M,82.3,622.754406,RW11,7.47e-4
102,West,M,52.3,686.417865,RW11,0.008737
103,West,M,89.1,1040.188511,RW11,0.00864
104,West,M,81.2,729.092593,RW11,0.002651
105,West,M,100.1,710.057837,RW11,-0.008234
106,West,M,81.4,585.924293,RW11,-9.68e-4
107,West,M,45.7,586.344052,RW11,1.61e-4
1,Central,F,112.2,804.928074,RW12,0.002754
2,Central,F,90,722.469024,RW12,1.82e-4
3,Central,F,63.2,729.791172,RW12,0.002671
4,Central,F,56.6,466.056972,RW12,0.008438
5,Central,F,96.3,811.066081,RW12,-0.004576
6,Central,F,88.2,946.360852,RW12,-0.004441
7,Central,F,110,962.895852,RW12,0.001477
8,Central,F,89.2,805.818138,RW12,0.002697
9,Central,F,106.5,960.545944,RW12,0.009197
10,Central,F,74.4,670.357113,RW12,0.006249
11,Central,F,83.4,808.202075,RW12,0.003724
12,Central,F,100.9,1002.208643,RW12,0.002707
13,Central,F,99.8,568.339192,RW12,9.5e-5
14,Central,F,50.3,496.217005,RW12,0.003165
15,East,F,57.3,464.117846,RW12,8.99e-4
16,East,F,78.6,615.637977,RW12,0.005028
17,East,F,78.6,812.263689,RW12,2.68e-4
18,East,F,55.9,643.97178,RW12,0.002601
19,East,F,73.6,755.143488,RW12,0.007049
20,East,F,57.3,656.577666,RW12,-0.003496
21,East,F,52.7,627.328429,RW12,-7.9e-5
22,East,F,78.4,588.499253,RW12,-0.007112
23,East,F,53.9,533.444403,RW12,-6.5e-4
24,East,F,76.8,698.330635,RW12,0.002869
25,West,F,79.5,376.677564,RW12,-0.008352
26,West,F,105.1,498.605865,RW12,-0.001166
27,West,F,95,436.738085,RW12,-0.007722
28,West,F,109,513.735079,RW12,0.001938
29,West,F,45.5,275.265341,RW12,-0.002351
30,West,F,78.3,396.903011,RW12,-0.00393
31,West,F,104,453.4962,RW12,0.003777
32,West,F,88.5,760.660458,RW12,8.43e-4
33,West,F,68.1,743.689126,RW12,-0.002513
34,West,F,86.2,863.417958,RW12,0.002033
35,West,F,77.5,569.260851,RW12,0.001481
36,West,F,78.9,1026.300084,RW12,0.005539
37,West,F,116.4,888.828929,RW12,-0.005678
38,West,F,81.2,1181.868863,RW12,0.005744
39,West,F,76.6,400.123891,RW12,-0.003982
40,West,F,51.6,449.384748,RW12,4.57e-4
41,West,F,81.7,752.901178,RW12,0.00599
42,West,F,111.8,774.789035,RW12,-0.002719
43,West,F,88.6,631.127171,RW12,-0.003495
44,West,F,108,430.205819,RW12,0.004434
45,West,F,61.2,700.0916,RW12,9.88e-4
46,West,F,101.9,455.704772,RW12,0.00319
47,West,F,99.5,440.073723,RW12,-7.43e-4
48,Central,M,88.3,703.64,RW12,0.001177
49,Central,M,34.2,677.322333,RW12,0.001913
50,Central,M,80.4,911.295421,RW12,7.53e-4
51,Central,M,89,939.061068,RW12,-0.005163
52,Central,M,58.1,625.089598,RW12,0.010156
53,Central,M,84.6,821.974416,RW12,0.004462
54,Central,M,91.3,788.743894,RW12,-0.00848
55,Central,M,90.9,636.551099,RW12,0.006394
56,Central,M,85.1,834.939056,RW12,-1.7e-5
57,Central,M,78.2,663.463242,RW12,-0.005848
58,Central,M,84.1,550.938399,RW12,0.006592
59,Central,M,58.9,476.122943,RW12,-0.002581
60,Central,M,81.1,587.912367,RW12,3.21e-4
61,Central,M,52.2,644.817042,RW12,0.002437
62,Central,M,59.8,582.824366,RW12,-0.00686
63,East,M,77.5,681.916658,RW12,0.006826
64,East,M,56.2,494.302947,RW12,0.003114
65,East,M,50.4,499.835819,RW12,2.75e-4
66,East,M,56.7,464.601751,RW12,-0.004227
67,East,M,47.9,500.718431,RW12,-0.004696
68,East,M,58,574.76124,RW12,-0.010612
69,East,M,73.5,654.421847,RW12,-0.001387
70,East,M,83.6,812.274005,RW12,2.76e-4
71,East,M,51.4,812.030635,RW12,0.001282
72,East,M,51.2,632.064054,RW12,-0.001556
73,East,M,77.9,587.289172,RW12,-0.008866
74,East,M,82.8,786.409543,RW12,-0.001995
75,East,M,80.1,878.875995,RW12,-0.001578
76,East,M,69,667.517955,RW12,-0.001571
77,East,M,85.6,580.019971,RW12,-0.009147
78,East,M,85.5,630.062267,RW12,1.61e-4
79,East,M,79.6,460.881764,RW12,-0.002154
80,East,M,96.8,654.561643,RW12,-0.001052
81,West,M,79.2,380.197093,RW12,1.23e-4
82,West,M,71.7,355.399677,RW12,-0.005287
83,West,M,73,343.140866,RW12,-0.004039
84,West,M,88,393.244012,RW12,0.004313
85,West,M,49.2,700.56178,RW12,2.55e-4
86,West,M,78.2,677.107359,RW12,-0.003189
87,West,M,60.4,499.517357,RW12,0.004507
88,West,M,55.4,692.916215,RW12,0.00176
89,West,M,82,385.11846,RW12,5.56e-4
90,West,M,95.1,1028.885435,RW12,-0.004224
91,West,M,92.1,781.43769,RW12,-0.004072
92,West,M,76.1,837.565992,RW12,0.002019
93,West,M,55.8,771.999143,RW12,0.002975
94,West,M,92.2,1010.301148,RW12,0.010967
95,West,M,69,369.722883,RW12,0.005248
96,West,M,91,686.275155,RW12,-0.009251
97,West,M,82.1,396.765058,RW12,0.001993
98,West,M,94.1,595.784915,RW12,0.004042
99,West,M,92.4,615.486169,RW12,0.001455
100,West,M,83.3,911.927899,RW12,9e-5
101,West,M,82.3,622.754406,RW12,0.005252
102,West,M,52.3,686.417865,RW12,-0.002109
103,West,M,89.1,1040.188511,RW12,0.006342
104,West,M,81.2,729.092593,RW12,0.003899
105,West,M,100.1,710.057837,RW12,-0.007612
106,West,M,81.4,585.924293,RW12,-0.007359
107,West,M,45.7,586.344052,RW12,-0.012484
1,Central,F,112.2,804.928074,RW13,-0.007418
2,Central,F,90,722.469024,RW13,0.001434
3,Central,F,63.2,729.791172,RW13,-9.82e-4
4,Central,F,56.6,466.056972,RW13,2.99e-4
5,Central,F,96.3,811.066081,RW13,-0.005278
6,Central,F,88.2,946.360852,RW13,-3.58e-4
7,Central,F,110,962.895852,RW13,0.0035
8,Central,F,89.2,805.818138,RW13,0.001456
9,Central,F,106.5,960.545944,RW13,0.001376
10,Central,F,74.4,670.357113,RW13,0.002073
11,Central,F,83.4,808.202075,RW13,0.002356
12,Central,F,100.9,1002.208643,RW13,0.003771
13,Central,F,99.8,568.339192,RW13,-0.006085
14,Central,F,50.3,496.217005,RW13,0.005236
15,East,F,57.3,464.117846,RW13,0.006887
16,East,F,78.6,615.637977,RW13,-0.001532
17,East,F,78.6,812.263689,RW13,0.001272
18,East,F,55.9,643.97178,RW13,0.002591
19,East,F,73.6,755.143488,RW13,-0.011195
20,East,F,57.3,656.577666,RW13,-1.53e-4
21,East,F,52.7,627.328429,RW13,0.005089
22,East,F,78.4,588.499253,RW13,-3.17e-4
23,East,F,53.9,533.444403,RW13,-0.001064
24,East,F,76.8,698.330635,RW13,-0.008878
25,West,F,79.5,376.677564,RW13,0.004642
26,West,F,105.1,498.605865,RW13,0.005086
27,West,F,95,436.738085,RW13,-2.82e-4
28,West,F,109,513.735079,RW13,6.46e-4
29,West,F,45.5,275.265341,RW13,-0.001505
30,West,F,78.3,396.903011,RW13,-0.005522
31,West,F,104,453.4962,RW13,0.001932
32,West,F,88.5,760.660458,RW13,0.006787
33,West,F,68.1,743.689126,RW13,7.65e-4
34,West,F,86.2,863.417958,RW13,-8.51e-4
35,West,F,77.5,569.260851,RW13,6.21e-4
36,West,F,78.9,1026.300084,RW13,-8.55e-4
37,West,F,116.4,888.828929,RW13,6.76e-4
38,West,F,81.2,1181.868863,RW13,0.004343
39,West,F,76.6,400.123891,RW13,0.001694
40,West,F,51.6,449.384748,RW13,-2.92e-4
41,West,F,81.7,752.901178,RW13,0.00867
42,West,F,111.8,774.789035,RW13,0.006355
43,West,F,88.6,631.127171,RW13,8.36e-4
44,West,F,108,430.205819,RW13,0.002346
45,West,F,61.2,700.0916,RW13,-0.003155
46,West,F,101.9,455.704772,RW13,0.003625
47,West,F,99.5,440.073723,RW13,-0.006052
48,Central,M,88.3,703.64,RW13,-0.001539
49,Central,M,34.2,677.322333,RW13,-0.007072
50,Central,M,80.4,911.295421,RW13,6.7e-4
51,Central,M,89,939.061068,RW13,2.52e-4
52,Central,M,58.1,625.089598,RW13,-5.02e-4
53,Central,M,84.6,821.974416,RW13,0.001974
54,Central,M,91.3,788.743894,RW13,0.00348
55,Central,M,90.9,636.551099,RW13,-0.001299
56,Central,M,85.1,834.939056,RW13,-0.002822
57,Central,M,78.2,663.463242,RW13,0.002038
58,Central,M,84.1,550.938399,RW13,-0.003383
59,Central,M,58.9,476.122943,RW13,0.003644
60,Central,M,81.1,587.912367,RW13,0.006091
61,Central,M,52.2,644.817042,RW13,0.001811
62,Central,M,59.8,582.824366,RW13,0.006039
63,East,M,77.5,681.916658,RW13,-9.85e-4
64,East,M,56.2,494.302947,RW13,0.002708
65,East,M,50.4,499.835819,RW13,0.003139
66,East,M,56.7,464.601751,RW13,0.003379
67,East,M,47.9,500.718431,RW13,0.001384
68,East,M,58,574.76124,RW13,0.003045
69,East,M,73.5,654.421847,RW13,-0.002328
70,East,M,83.6,812.274005,RW13,0.003171
71,East,M,51.4,812.030635,RW13,-0.014431
72,East,M,51.2,632.064054,RW13,-0.002448
73,East,M,77.9,587.289172,RW13,-0.005428
74,East,M,82.8,786.409543,RW13,-0.005362
75,East,M,80.1,878.875995,RW13,1.56e-4
76,East,M,69,667.517955,RW13,-0.001491
77,East,M,85.6,580.019971,RW13,-0.004982
78,East,M,85.5,630.062267,RW13,-0.00867
79,East,M,79.6,460.881764,RW13,-0.00252
80,East,M,96.8,654.561643,RW13,-1.48e-4
81,West,M,79.2,380.197093,RW13,-0.005035
82,West,M,71.7,355.399677,RW13,0.002318
83,West,M,73,343.140866,RW13,0.005179
84,West,M,88,393.244012,RW13,-0.001227
85,West,M,49.2,700.56178,RW13,0.005308
86,West,M,78.2,677.107359,RW13,0.003867
87,West,M,60.4,499.517357,RW13,0.007733
88,West,M,55.4,692.916215,RW13,-0.002452
89,West,M,82,385.11846,RW13,9.9e-4
90,West,M,95.1,1028.885435,RW13,-0.002285
91,West,M,92.1,781.43769,RW13,-0.005457
92,West,M,76.1,837.565992,RW13,-0.002244
93,West,M,55.8,771.999143,RW13,0.002575
94,West,M,92.2,1010.301148,RW13,-0.005558
95,West,M,69,369.722883,RW13,-0.0038
96,West,M,91,686.275155,RW13,-9.38e-4
97,West,M,82.1,396.765058,RW13,0.001019
98,West,M,94.1,595.784915,RW13,-0.004094
99,West,M,92.4,615.486169,RW13,-0.001263
100,West,M,83.3,911.927899,RW13,0.003199
101,West,M,82.3,622.754406,RW13,0.001819
102,West,M,52.3,686.417865,RW13,0.006121
103,West,M,89.1,1040.188511,RW13,-0.001247
104,West,M,81.2,729.092593,RW13,0.005356
105,West,M,100.1,710.057837,RW13,-0.010794
106,West,M,81.4,585.924293,RW13,0.001168
107,West,M,45.7,586.344052,RW13,-0.002414
1,Central,F,112.2,804.928074,RW14,-0.003388
2,Central,F,90,722.469024,RW14,-5.03e-4
3,Central,F,63.2,729.791172,RW14,0.00484
4,Central,F,56.6,466.056972,RW14,9.36e-4
5,Central,F,96.3,811.066081,RW14,-1.59e-4
6,Central,F,88.2,946.360852,RW14,0.007621
7,Central,F,110,962.895852,RW14,0.001445
8,Central,F,89.2,805.818138,RW14,0.001257
9,Central,F,106.5,960.545944,RW14,-5.06e-4
10,Central,F,74.4,670.357113,RW14,7.84e-4
11,Central,F,83.4,808.202075,RW14,-0.001656
12,Central,F,100.9,1002.208643,RW14,-5.3e-5
13,Central,F,99.8,568.339192,RW14,0.006545
14,Central,F,50.3,496.217005,RW14,-0.003596
15,East,F,57.3,464.117846,RW14,0.013542
16,East,F,78.6,615.637977,RW14,0.004034
17,East,F,78.6,812.263689,RW14,-1.61e-4
18,East,F,55.9,643.97178,RW14,-0.00129
19,East,F,73.6,755.143488,RW14,-0.002164
20,East,F,57.3,656.577666,RW14,-0.001691
21,East,F,52.7,627.328429,RW14,-0.003073
22,East,F,78.4,588.499253,RW14,-8.58e-4
23,East,F,53.9,533.444403,RW14,5.37e-4
24,East,F,76.8,698.330635,RW14,-4.71e-4
25,West,F,79.5,376.677564,RW14,0.006079
26,West,F,105.1,498.605865,RW14,0.002093
27,West,F,95,436.738085,RW14,-0.001886
28,West,F,109,513.735079,RW14,-0.006575
29,West,F,45.5,275.265341,RW14,-0.005692
30,West,F,78.3,396.903011,RW14,-0.00374
31,West,F,104,453.4962,RW14,0.001903
32,West,F,88.5,760.660458,RW14,-0.004399
33,West,F,68.1,743.689126,RW14,-4.27e-4
34,West,F,86.2,863.417958,RW14,-0.005251
35,West,F,77.5,569.260851,RW14,5e-6
36,West,F,78.9,1026.300084,RW14,0.001708
37,West,F,116.4,888.828929,RW14,0.001333
38,West,F,81.2,1181.868863,RW14,3.66e-4
39,West,F,76.6,400.123891,RW14,-0.001351
40,West,F,51.6,449.384748,RW14,-0.01093
41,West,F,81.7,752.901178,RW14,-0.004233
42,West,F,111.8,774.789035,RW14,-0.006094
43,West,F,88.6,631.127171,RW14,0.009852
44,West,F,108,430.205819,RW14,-2.67e-4
45,West,F,61.2,700.0916,RW14,0.006136
46,West,F,101.9,455.704772,RW14,-0.00105
47,West,F,99.5,440.073723,RW14,-0.00203
48,Central,M,88.3,703.64,RW14,0.005397
49,Central,M,34.2,677.322333,RW14,0.005669
50,Central,M,80.4,911.295421,RW14,-0.006429
51,Central,M,89,939.061068,RW14,-0.007479
52,Central,M,58.1,625.089598,RW14,0.005278
53,Central,M,84.6,821.974416,RW14,0.003535
54,Central,M,91.3,788.743894,RW14,-0.004271
55,Central,M,90.9,636.551099,RW14,-2.8e-5
56,Central,M,85.1,834.939056,RW14,0.001504
57,Central,M,78.2,663.463242,RW14,0.002481
58,Central,M,84.1,550.938399,RW14,-8.18e-4
59,Central,M,58.9,476.122943,RW14,-0.001987
60,Central,M,81.1,587.912367,RW14,0.001605
61,Central,M,52.2,644.817042,RW14,0.004226
62,Central,M,59.8,582.824366,RW14,-0.002998
63,East,M,77.5,681.916658,RW14,0.0018600000000000001
64,East,M,56.2,494.302947,RW14,-0.002599
65,East,M,50.4,499.835819,RW14,0.002979
66,East,M,56.7,464.601751,RW14,0.006668
67,East,M,47.9,500.718431,RW14,-1.11e-4
68,East,M,58,574.76124,RW14,0.001742
69,East,M,73.5,654.421847,RW14,-0.003834
70,East,M,83.6,812.274005,RW14,0.00683
71,East,M,51.4,812.030635,RW14,8.31e-4
72,East,M,51.2,632.064054,RW14,-0.002879
73,East,M,77.9,587.289172,RW14,0.003008
74,East,M,82.8,786.409543,RW14,-0.003327
75,East,M,80.1,878.875995,RW14,0.003223
76,East,M,69,667.517955,RW14,0.001474
77,East,M,85.6,580.019971,RW14,-0.002304
78,East,M,85.5,630.062267,RW14,0.001108
79,East,M,79.6,460.881764,RW14,0.003287
80,East,M,96.8,654.561643,RW14,2.45e-4
81,West,M,79.2,380.197093,RW14,-2.93e-4
82,West,M,71.7,355.399677,RW14,0.004855
83,West,M,73,343.140866,RW14,-0.006554
84,West,M,88,393.244012,RW14,2.96e-4
85,West,M,49.2,700.56178,RW14,0.003188
86,West,M,78.2,677.107359,RW14,-0.001536
87,West,M,60.4,499.517357,RW14,-0.008166
88,West,M,55.4,692.916215,RW14,0.005622
89,West,M,82,385.11846,RW14,-0.001065
90,West,M,95.1,1028.885435,RW14,-0.003077
91,West,M,92.1,781.43769,RW14,-0.00559
92,West,M,76.1,837.565992,RW14,-5.27e-4
93,West,M,55.8,771.999143,RW14,-0.003197
94,West,M,92.2,1010.301148,RW14,0.00164
95,West,M,69,369.722883,RW14,-0.00306
96,West,M,91,686.275155,RW14,-0.001688
97,West,M,82.1,396.765058,RW14,0.006592
98,West,M,94.1,595.784915,RW14,-8.16e-4
99,West,M,92.4,615.486169,RW14,-0.003822
100,West,M,83.3,911.927899,RW14,3.01e-4
101,West,M,82.3,622.754406,RW14,-0.004751
102,West,M,52.3,686.417865,RW14,0.001792
103,West,M,89.1,1040.188511,RW14,-0.002995
104,West,M,81.2,729.092593,RW14,-0.001787
105,West,M,100.1,710.057837,RW14,-0.003368
106,West,M,81.4,585.924293,RW14,0.005185
107,West,M,45.7,586.344052,RW14,0.001414
1,Central,F,112.2,804.928074,RW15,-0.005283
2,Central,F,90,722.469024,RW15,0.004802
3,Central,F,63.2,729.791172,RW15,-0.002338
4,Central,F,56.6,466.056972,RW15,0.001399
5,Central,F,96.3,811.066081,RW15,-0.001378
6,Central,F,88.2,946.360852,RW15,5.71e-4
7,Central,F,110,962.895852,RW15,3.2e-5
8,Central,F,89.2,805.818138,RW15,0.001424
9,Central,F,106.5,960.545944,RW15,-7e-4
10,Central,F,74.4,670.357113,RW15,-6.16e-4
11,Central,F,83.4,808.202075,RW15,0.00175
12,Central,F,100.9,1002.208643,RW15,-0.003348
13,Central,F,99.8,568.339192,RW15,-0.001825
14,Central,F,50.3,496.217005,RW15,-0.002944
15,East,F,57.3,464.117846,RW15,0.004508
16,East,F,78.6,615.637977,RW15,0.003955
17,East,F,78.6,812.263689,RW15,0.003852
18,East,F,55.9,643.97178,RW15,-0.004983
19,East,F,73.6,755.143488,RW15,-0.002697
20,East,F,57.3,656.577666,RW15,-0.001299
21,East,F,52.7,627.328429,RW15,-7.91e-4
22,East,F,78.4,588.499253,RW15,0.003696
23,East,F,53.9,533.444403,RW15,0.003138
24,East,F,76.8,698.330635,RW15,-0.001576
25,West,F,79.5,376.677564,RW15,-0.001186
26,West,F,105.1,498.605865,RW15,-0.001524
27,West,F,95,436.738085,RW15,-0.001254
28,West,F,109,513.735079,RW15,9.19e-4
29,West,F,45.5,275.265341,RW15,-0.001073
30,West,F,78.3,396.903011,RW15,0.001346
31,West,F,104,453.4962,RW15,-0.005666
32,West,F,88.5,760.660458,RW15,8.03e-4
33,West,F,68.1,743.689126,RW15,1.05e-4
34,West,F,86.2,863.417958,RW15,-0.003891
35,West,F,77.5,569.260851,RW15,0.002694
36,West,F,78.9,1026.300084,RW15,-0.001439
37,West,F,116.4,888.828929,RW15,0.001386
38,West,F,81.2,1181.868863,RW15,0.007136
39,West,F,76.6,400.123891,RW15,-0.001765
40,West,F,51.6,449.384748,RW15,0.001994
41,West,F,81.7,752.901178,RW15,-6.91e-4
42,West,F,111.8,774.789035,RW15,4.44e-4
43,West,F,88.6,631.127171,RW15,-0.001689
44,West,F,108,430.205819,RW15,0.004931
45,West,F,61.2,700.0916,RW15,-0.003501
46,West,F,101.9,455.704772,RW15,-0.005147
47,West,F,99.5,440.073723,RW15,-0.002805
48,Central,M,88.3,703.64,RW15,-0.003496
49,Central,M,34.2,677.322333,RW15,-6.45e-4
50,Central,M,80.4,911.295421,RW15,-0.004377
51,Central,M,89,939.061068,RW15,-6.51e-4
52,Central,M,58.1,625.089598,RW15,-0.002579
53,Central,M,84.6,821.974416,RW15,-9.02e-4
54,Central,M,91.3,788.743894,RW15,-0.003985
55,Central,M,90.9,636.551099,RW15,0.005674
56,Central,M,85.1,834.939056,RW15,-0.003067
57,Central,M,78.2,663.463242,RW15,-0.001048
58,Central,M,84.1,550.938399,RW15,0.004031
59,Central,M,58.9,476.122943,RW15,0.00381
60,Central,M,81.1,587.912367,RW15,3.97e-4
61,Central,M,52.2,644.817042,RW15,0.001486
62,Central,M,59.8,582.824366,RW15,-0.003987
63,East,M,77.5,681.916658,RW15,0.00518
64,East,M,56.2,494.302947,RW15,-0.005616
65,East,M,50.4,499.835819,RW15,0.001287
66,East,M,56.7,464.601751,RW15,6.4e-5
67,East,M,47.9,500.718431,RW15,-0.00256
68,East,M,58,574.76124,RW15,-0.002992
69,East,M,73.5,654.421847,RW15,1.34e-4
70,East,M,83.6,812.274005,RW15,0.001974
71,East,M,51.4,812.030635,RW15,6.53e-4
72,East,M,51.2,632.064054,RW15,0.004514
73,East,M,77.9,587.289172,RW15,0.002823
74,East,M,82.8,786.409543,RW15,0.001033
75,East,M,80.1,878.875995,RW15,0.001949
76,East,M,69,667.517955,RW15,0.007212
77,East,M,85.6,580.019971,RW15,0.005744
78,East,M,85.5,630.062267,RW15,0.004588
79,East,M,79.6,460.881764,RW15,7.1e-4
80,East,M,96.8,654.561643,RW15,0.008165
81,West,M,79.2,380.197093,RW15,0.005471
82,West,M,71.7,355.399677,RW15,-0.004693
83,West,M,73,343.140866,RW15,0.005001
84,West,M,88,393.244012,RW15,0.002876
85,West,M,49.2,700.56178,RW15,0.003166
86,West,M,78.2,677.107359,RW15,0.00229
87,West,M,60.4,499.517357,RW15,-8.34e-4
88,West,M,55.4,692.916215,RW15,0.004088
89,West,M,82,385.11846,RW15,-0.005892
90,West,M,95.1,1028.885435,RW15,0.005096
91,West,M,92.1,781.43769,RW15,2.51e-4
92,West,M,76.1,837.565992,RW15,-0.003168
93,West,M,55.8,771.999143,RW15,0.004068
94,West,M,92.2,1010.301148,RW15,-0.007304
95,West,M,69,369.722883,RW15,0.001787
96,West,M,91,686.275155,RW15,-0.00423
97,West,M,82.1,396.765058,RW15,-0.007349
98,West,M,94.1,595.784915,RW15,-0.002784
99,West,M,92.4,615.486169,RW15,3.25e-4
100,West,M,83.3,911.927899,RW15,-0.004459
101,West,M,82.3,622.754406,RW15,-0.003501
102,West,M,52.3,686.417865,RW15,5.63e-4
103,West,M,89.1,1040.188511,RW15,0.001047
104,West,M,81.2,729.092593,RW15,9.67e-4
105,West,M,100.1,710.057837,RW15,-0.003399
106,West,M,81.4,585.924293,RW15,-0.004823
107,West,M,45.7,586.344052,RW15,4.43e-4
